1	100	1	100	15
1	100	1	200	13
1	100	1	500	19
1	100	1	1000	40
1	100	1	5000	119
1	100	1	10000	235
1	100	1	20000	440
1	100	1	50000	1110
1	100	2	100	9
1	100	2	200	16
1	100	2	500	19
1	100	2	1000	40
1	100	2	5000	102
1	100	2	10000	224
1	100	2	20000	459
1	100	2	50000	1101
1	100	3	100	14
1	100	3	200	14
1	100	3	500	22
1	100	3	1000	63
1	100	3	5000	167
1	100	3	10000	223
1	100	3	20000	435
1	100	3	50000	1051
1	100	4	100	8
1	100	4	200	11
1	100	4	500	22
1	100	4	1000	91
1	100	4	5000	123
1	100	4	10000	252
1	100	4	20000	440
1	100	4	50000	1100
1	100	5	100	10
1	100	5	200	12
1	100	5	500	20
1	100	5	1000	47
1	100	5	5000	122
1	100	5	10000	227
1	100	5	20000	436
1	100	5	50000	1114
1	200	1	100	12
1	200	1	200	13
1	200	1	500	24
1	200	1	1000	49
1	200	1	5000	136
1	200	1	10000	233
1	200	1	20000	449
1	200	1	50000	1101
1	200	2	100	12
1	200	2	200	14
1	200	2	500	26
1	200	2	1000	47
1	200	2	5000	158
1	200	2	10000	231
1	200	2	20000	447
1	200	2	50000	1133
1	200	3	100	11
1	200	3	200	14
1	200	3	500	24
1	200	3	1000	48
1	200	3	5000	166
1	200	3	10000	235
1	200	3	20000	514
1	200	3	50000	1152
1	200	4	100	11
1	200	4	200	14
1	200	4	500	41
1	200	4	1000	41
1	200	4	5000	110
1	200	4	10000	235
1	200	4	20000	449
1	200	4	50000	1104
1	200	5	100	10
1	200	5	200	13
1	200	5	500	39
1	200	5	1000	46
1	200	5	5000	135
1	200	5	10000	240
1	200	5	20000	447
1	200	5	50000	1102
1	500	1	100	15
1	500	1	200	28
1	500	1	500	93
1	500	1	1000	65
1	500	1	5000	150
1	500	1	10000	268
1	500	1	20000	641
1	500	1	50000	1142
1	500	2	100	12
1	500	2	200	16
1	500	2	500	26
1	500	2	1000	39
1	500	2	5000	153
1	500	2	10000	254
1	500	2	20000	635
1	500	2	50000	1159
1	500	3	100	12
1	500	3	200	15
1	500	3	500	25
1	500	3	1000	47
1	500	3	5000	152
1	500	3	10000	401
1	500	3	20000	527
1	500	3	50000	1166
1	500	4	100	12
1	500	4	200	15
1	500	4	500	34
1	500	4	1000	57
1	500	4	5000	135
1	500	4	10000	268
1	500	4	20000	495
1	500	4	50000	1187
1	500	5	100	15
1	500	5	200	19
1	500	5	500	43
1	500	5	1000	69
1	500	5	5000	150
1	500	5	10000	270
1	500	5	20000	563
1	500	5	50000	1295
1	1000	1	100	20
1	1000	1	200	22
1	1000	1	500	32
1	1000	1	1000	46
1	1000	1	5000	150
1	1000	1	10000	303



1	100	1	100	26
1	100	2	100	10
1	100	3	100	12
1	100	4	100	8
1	100	5	100	11
1	200	1	200	13
1	200	2	200	13
1	200	3	200	12
1	200	4	200	10
1	200	5	200	12
1	500	1	500	29
1	500	2	500	28
1	500	3	500	29
1	500	4	500	34
1	500	5	500	51
1	1000	1	1000	82
1	1000	2	1000	57
1	1000	3	1000	95
1	1000	4	1000	86
1	1000	5	1000	59
1	5000	1	5000	262
1	5000	2	5000	259
1	5000	3	5000	396
1	5000	4	5000	269
1	5000	5	5000	258
1	10000	1	10000	718
1	10000	2	10000	553
1	10000	3	10000	540
1	10000	4	10000	548
1	10000	5	10000	536
1	20000	1	20000	1070
1	20000	2	20000	1463
1	20000	3	20000	1067
1	20000	4	20000	1104
1	20000	5	20000	1092
1	50000	1	50000	2675
1	50000	2	50000	2649
1	50000	3	50000	2689
1	50000	4	50000	2663
1	50000	5	50000	2827
2	100	1	100	16
2	100	2	100	9
2	100	3	100	8
2	100	4	100	7
2	100	5	100	8
2	200	1	200	23
2	200	2	200	15
2	200	3	200	20
2	200	4	200	20
2	200	5	200	20
2	500	1	500	33
2	500	2	500	36
2	500	3	500	26
2	500	4	500	26
2	500	5	500	25
2	1000	1	1000	49
2	1000	2	1000	56
2	1000	3	1000	89
2	1000	4	1000	47
2	1000	5	1000	48
2	5000	1	5000	266
2	5000	2	5000	260
2	5000	3	5000	281
2	5000	4	5000	260
2	5000	5	5000	256
2	10000	1	10000	459
2	10000	2	10000	455
2	10000	3	10000	604
2	10000	4	10000	538
2	10000	5	10000	554
2	20000	1	20000	922
2	20000	2	20000	916
2	20000	3	20000	1097
2	20000	4	20000	1073
2	20000	5	20000	1107
2	50000	1	50000	2789
2	50000	2	50000	2703
2	50000	3	50000	2756
2	50000	4	50000	2664
2	50000	5	50000	2804
3	100	1	100	15
3	100	2	100	9
3	100	3	100	8
3	100	4	100	8
3	100	5	100	8
3	200	1	200	26
3	200	2	200	29
3	200	3	200	14
3	200	4	200	20
3	200	5	200	19
3	500	1	500	36
3	500	2	500	27
3	500	3	500	25
3	500	4	500	24
3	500	5	500	29
3	1000	1	1000	56
3	1000	2	1000	57
3	1000	3	1000	49
3	1000	4	1000	48
3	1000	5	1000	55
3	5000	1	5000	264
3	5000	2	5000	265
3	5000	3	5000	267
3	5000	4	5000	281
3	5000	5	5000	265
3	10000	1	10000	454
3	10000	2	10000	450
3	10000	3	10000	614
3	10000	4	10000	531
3	10000	5	10000	610
3	20000	1	20000	920
3	20000	2	20000	923
3	20000	3	20000	1085
3	20000	4	20000	1148
3	20000	5	20000	1108
3	50000	1	50000	2755
3	50000	2	50000	2760
3	50000	3	50000	2704
3	50000	4	50000	2716
3	50000	5	50000	2834
4	100	1	100	9
4	100	2	100	9
4	100	3	100	8
4	100	4	100	9
4	100	5	100	12
4	200	1	200	35
