1	100	6
1	200	12
1	500	17
1	1000	31
1	5000	176
1	10000	314
1	20000	603
1	50000	1554
2	100	5
2	200	10
2	500	19
2	1000	37
2	5000	164
2	10000	306
2	20000	604
2	50000	1563
3	100	7
3	200	10
3	500	20
3	1000	35
3	5000	164
3	10000	303
3	20000	603
3	50000	1595
4	100	8
4	200	10
4	500	20
4	1000	50
4	5000	160
4	10000	305
4	20000	605
4	50000	1516
5	100	6
5	200	10
5	500	20
5	1000	47
5	5000	191
5	10000	334
5	20000	607
5	50000	1521
