1	100	39
1	200	105
1	500	143
1	1000	239
1	5000	1336
1	10000	2813
1	20000	5876
1	50000	16122
2	100	27
2	200	55
2	500	131
2	1000	315
2	5000	1343
2	10000	2913
2	20000	7101
2	50000	17654
3	100	23
3	200	56
3	500	130
3	1000	310
3	5000	1610
3	10000	2905
3	20000	6066
3	50000	17405
4	100	22
4	200	50
4	500	143
4	1000	258
4	5000	1767
4	10000	3459
4	20000	6446
4	50000	16880
5	100	24
5	200	49
5	500	129
5	1000	258
5	5000	1625
5	10000	2840
5	20000	5994
5	50000	16178
